ID;Название;МКБ-10;Возраст;Разработчик;Дата размещения;Статус;Ссылка;Уровни рекомендаций (A1: 5, B2: 3 и т.д.);MedIQ (кол-во);Blacklist (кол-во);Маркеры (кол-во);Препараты MedIQ;Маркеры;Чёрный список;LLM-кейсы;Метки LLM
46_2;Дефект межпредсердной перегородки;Q21.1;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Российское научное общество специалистов по рентгенэндоваскулярной диагностике и лечению";14.07.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/46_2;—;1;0;1;Антитромбин;физиотерапия;-;2;error: 2
476_3;Плоскоклеточный рак кожи;C44, D04;Взрослые;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Ассоциация онкологов России, Ассоциация специалистов по проблемам меланомы, Общероссийская общественная организация «Российское общество клинической онкологии»";10.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/476_3;B2: 1;1;1;0;Дудник;-;Меглюмин;2;recommendation: 1, error: 1
47_3;Атрезия легочной артерии с дефектом межжелудочковой перегородки (АЛА с ДМЖП);Q25.5;Дети;"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""";01.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/47_3;—;1;0;1;Талия С;поддерживающая терапия;-;2;error: 2
497_1;Мезотелиома плевры, брюшины и других локализаций;C45.0, C45.1, C45.2, C45.7, C45.9;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии»;09.04.2020;Применяется;https://cr.minzdrav.gov.ru/view-cr/497_1;A3: 2;2;0;0;"Ромашка; Шалфей";-;-;2;recommendation: 2
49_2;Врожденный клапанный стеноз аорты;Q23.0;Дети;Ассоциация сердечно-сосудистых хирургов России;30.09.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/49_2;A5: 1;2;0;0;"Коллаген; Талия С";-;-;2;error: 1, recommendation: 1
535_2;Рак носоглотки;C11;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока";16.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/535_2;C5: 1;2;0;0;"Мега; Омега-3";-;-;2;recommendation: 1, error: 1
537_3;Рак шейки матки;C53, D06;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»;17.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/537_3;C5: 2;2;0;0;"Антитромбин; Железо";-;-;2;recommendation: 2
540_3;Фолиеводефицитная анемия;D52;Взрослые, дети;"Национальное гематологическое общество, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Российское общество детских онкологов и гематологов";27.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/540_3;—;2;0;0;"Глутамин; ИнОВО";-;-;2;error: 2
58_2;Менингококковая инфекция у детей;A39, Z22.3;Дети;"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""";03.03.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/58_2;C5: 2;2;0;1;"Антиоксидант; Ноотроп";антиоксидант;-;2;recommendation: 2
610_1;Нейроэндокринные опухоли;C15, C16, C17, C18, C19, C20, C21, C23, C24, C25, C26.0, C26.8, C26.9, C34, C37, C44, C50, C51, C52, C53, C54, C55, C56, C57, C64, C65, C66, C67, C68, C73, C74;Взрослые;Российская ассоциация эндокринологов, Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии»;09.04.2020;Применяется;https://cr.minzdrav.gov.ru/view-cr/610_1;C5: 1;1;1;0;Потенциал;-;Интерфероны;2;error: 1, recommendation: 1
621_3;Острые и хронические тиреоидиты (исключая аутоиммунный и амиодарон-индуцированный тиреоидит);E06.0, E06.1, E06.2, E06.4, E06.5, E06.9;Взрослые;Российская ассоциация эндокринологов;18.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/621_3;—;2;0;0;"Гидроксиметилхиноксалиндиоксид; Диокс";-;-;2;error: 2
623_5;Анемия при хронической болезни почек;D63.8;Взрослые, дети;Национальное гематологическое общество, Национальное общество детских гематологов, онкологов, Профессиональная Ассоциация Нефрологов;29.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/623_5;C5: 1;1;0;0;Железо;-;-;2;recommendation: 2
630_2;Инородное тело роговицы;S05.5, S05.8, T15.0;Взрослые, дети;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""";14.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/630_2;C5: 2;1;0;0;Пиклоксидин;-;-;2;recommendation: 2
639_2;Роды одноплодные, родоразрешение путем кесарева сечения;O32.0, O32.2, O32.4, O32.8, O34.0, O34.4, O82, O82.0, O82.1, O82.2, O82.8, O82.9;Взрослые, дети;Российское общество акушеров-гинекологов;03.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/639_2;—;1;0;0;Паритет;-;-;2;error: 1, recommendation: 1
63_2;Кишечная инвагинация у детей;K56.1;Дети;"Общероссийская общественная организация ""Российская ассоциация детских хирургов""";02.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/63_2;—;2;0;0;"Липа; Просветление";-;-;2;error: 2
644_2;Аменорея и олигоменорея;E28.8, N91, N91.0, N91.1, N91.2, N91.3, N91.4, N91.5, N92.5;Взрослые, дети;Российское общество акушеров-гинекологов;24.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/644_2;C5: 2;1;0;0;Дрилл;-;-;2;recommendation: 2
645_2;Аномальные маточные кровотечения;N92, N93, N95;Взрослые, дети;Российское общество акушеров-гинекологов;24.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/645_2;—;2;0;0;"Лютеин; Полимен";-;-;2;error: 1, contraindication: 1
653_1;Перелом нижней челюсти;S02.6;Взрослые;ООО «Общество специалистов в области челюстно-лицевой хирургии»;24.08.2021;Применяется;https://cr.minzdrav.gov.ru/view-cr/653_1;C5: 1;0;1;1;-;физиотерапия;Витамины;2;recommendation: 2
665_1;Синдром гиперстимуляции яичников;N98.1;Взрослые;"Российское общество акушеров-гинекологов, Ассоциация акушерских анестезиологов-реаниматологов , ООО ""Российская ассоциация репродукции человека (РАРЧ)""";02.09.2021;Применяется;https://cr.minzdrav.gov.ru/view-cr/665_1;C5: 1;1;1;0;Антитромбин;-;Витамины;2;error: 1, recommendation: 1
674_3;Шизофрения;F20.0, F20.1, F20.2, F20.3, F20.5, F20.6, F20.8, F20.9;Дети;"Общественная организация ""Российское общество психиатров""";18.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/674_3;B1: 1;1;1;0;Перициазин;-;ГАМК;2;error: 1, recommendation: 1
695_2;Пароксизмальная ночная гемоглобинурия;D59.5;Взрослые, дети;Национальное гематологическое общество, Национальное общество детских гематологов, онкологов, Ассоциация специалистов и организаций лабораторной службы «Федерация лабораторной медицины»;23.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/695_2;A3: 2;0;0;1;-;поддерживающая терапия;-;2;recommendation: 2
696_2;Апластическая анемия;D61.3, D61.8, D61.9;Дети;Российское общество детских онкологов и гематологов;21.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/696_2;C5: 2;2;0;0;"Магний; Полимикс";-;-;2;recommendation: 2
710_2;Инородное тело в пищеварительном тракте;T18;Взрослые, дети;"Общероссийская общественная организация ""Российская ассоциация детских хирургов"", Общероссийская общественная организация ""Российское общество хирургов"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Ассоциация ""Эндоскопическое общество ""РЭндО""";17.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/710_2;—;2;0;0;"Актив; Аллигат";-;-;2;error: 2
728_1;Закрытая травма грудной клетки;S20.0, S20.1, S20.2, S20.3, S20.4, S20.7, S20.8, S22.2, S22.3, S22.4, S22.5, S23.4, S25.0, S25.1, S25.2, S25.3, S25.4, S25.5, S25.7, S25.8, S25.9, S26.0, S26.8, S26.9, S27.0, S27.1, S27.2, S27.3, S27.4, S27.5, S27.6, S27.7, S27.8, S27.9, S28.0, S29.0, S29.7, S29.8, S29.9;Взрослые;"Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Российское общество хирургов"", Ассоциация торакальных хирургов России, Межрегиональная общественная организация врачей и медицинских сестер «Сепсис Форум», Межрегиональная общественная организация «Научно-практическое общество врачей неотложной медицины»";10.03.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/728_1;C5: 1;2;0;0;"Потенциал; Эрос";-;-;2;error: 1, recommendation: 1
734_1;Сотрясение головного мозга;S06.0;Взрослые;Ассоциация нейрохирургов России;18.05.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/734_1;—;0;1;0;-;-;Трифосаденин;2;error: 2
742_1;Делирий, не обусловленный алкоголем и другими психоактивными веществами, у лиц пожилого и старческого возраста;F05;Взрослые;"Общественная организация ""Российское общество психиатров"", ФГБУ «НМИЦ ПН им. В.М. Бехтерева» Минздрава России";16.08.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/742_1;—;2;1;0;"Ноотроп; Пирацетам";-;Пирацетам;2;contraindication: 2
765_1;Болезни бартолиновой железы;N75;Взрослые;Российское общество акушеров-гинекологов;25.04.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/765_1;—;1;0;0;Ваг;-;-;2;literature_mention: 1, error: 1
770_1;Нарушение обмена фосфора (Гипофосфатазия);E83.3;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков, Национальная ассоциация детских реабилитологов;05.07.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/770_1;A3: 1;1;1;0;Аминокислоты Комплекс;-;Витамины;2;recommendation: 1, error: 1
792_1;Локализованный гипертрихоз;L68.2;Взрослые;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";07.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/792_1;—;2;0;0;"B 17; Фитин";-;-;2;error: 2
801_1;Хроническая воспалительная демиелинизирующая полирадикулонейропатия;G61.8, G61.9, G62.8, G62.9;Взрослые;Всероссийское общество неврологов, РОО «Общество специалистов по нервно-мышечным заболеваниям» , Общероссийская общественная организация Ассоциация реабилитологов России;24.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/801_1;A2: 1;0;0;1;-;поддерживающая терапия;-;2;recommendation: 2
80_1;Трофобластические опухоли;C58;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»;02.03.2020;Применяется;https://cr.minzdrav.gov.ru/view-cr/80_1;—;1;0;0;Лютеин;-;-;2;error: 2
82_2;Врожденная дисфункция коры надпочечников (адреногенитальный синдром);E25.0, E25.8, E25.9;Взрослые;Российская ассоциация эндокринологов, Российское общество акушеров-гинекологов;01.07.2021;Применяется;https://cr.minzdrav.gov.ru/view-cr/82_2;—;2;1;0;"Бендазол; Коллаген";-;Бендазол;2;error: 2
831_1;Воспалительные поражения позвоночника;A18.0, A23, B67.2, B67.6, M46.1, M46.2, M46.3, M46.4, M46.5, M46.8, M46.9, M49.0, M49.2, M49.3, M86.3, Y83.8, Y83.9;Взрослые;"Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация «Ассоциация хирургов-вертебрологов», Национальная ассоциация фтизиатров (НАФ), Российская ассоциация фтизиатров (РОФ)";28.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/831_1;C5: 1;1;0;1;Куб;физиотерапия;-;2;error: 1, recommendation: 1
832_1;Закрытые повреждения мягких тканей конечностей;S40.0, S46.7, S46.8, S46.9, S50.0, S50.1, S56.7, S56.8, S60.0, S60.1, S60.2, S66.6, S66.7, S66.8, S66.9, S70.0, S70.1, S73.1, S76.1, S76.3, S76.4, S76.7, S79.7, S79.8, S80.0, S80.1, S80.7, S80.8, S80.9, S86.0, S86.1, S86.2, S86.3, S86.7, S86.8, S86.9, S90.0, S90.1, S90.2, S90.3, S93.2, S93.4, S93.6, S96.1, S96.7, S96.9, T06.4, T11.5, T13.5, T14.6, T93.3, T93.5;Взрослые, дети;Ассоциация травматологов-ортопедов России;28.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/832_1;—;0;1;1;-;мануальная терапия;Актовегин;2;contraindication: 1, literature_mention: 1
845_1;Переломы диафиза костей предплечья;S52.2, S52.3, S52.4, S52.7, S59.7;Взрослые, дети;Ассоциация травматологов-ортопедов России;18.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/845_1;—;1;0;0;Антитромбин;-;-;2;error: 2
847_1;Переломы проксимального отдела костей предплечья;S52.0, S52.1, S52.7, S53.0, T92.1;Взрослые, дети;Ассоциация травматологов-ортопедов России;18.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/847_1;—;1;0;0;Антитромбин;-;-;2;error: 2
848_1;Мальформация кровеносных сосудов головы и шеи;D10, D18, Q25.8, Q25.9, Q26.8, Q26.9, Q27, Q28.8, Q28.9;Взрослые, дети;ООО «Общество специалистов в области челюстно-лицевой хирургии»;18.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/848_1;C5: 2;2;0;0;"Доканол; КАН";-;-;2;recommendation: 2
853_1;Переломы ключицы и лопатки;S42.0, S42.1, S43.1, S43.2;Взрослые, дети;Ассоциация травматологов-ортопедов России;18.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/853_1;C5: 1;1;0;0;Антитромбин;-;-;2;recommendation: 1, error: 1
854_1;Переломы дистального отдела плечевой кости;S42.4;Взрослые, дети;Ассоциация травматологов-ортопедов России;18.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/854_1;—;1;0;1;Антитромбин;физиотерапия;-;2;literature_mention: 1, error: 1
865_1;Открытая рана голени;S81.7, S81.8, S81.9, T01.3, T93.0;Взрослые, дети;Ассоциация травматологов-ортопедов России;23.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/865_1;—;0;0;1;-;физиотерапия;-;2;error: 1, literature_mention: 1
866_1;Перелом нижней челюсти;S02.6;Дети;ООО «Общество специалистов в области челюстно-лицевой хирургии»;24.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/866_1;C5: 1;0;0;1;-;физиотерапия;-;2;recommendation: 2
901_1;Лечение острой травмы зубов у пациентов детского возраста;S02.5, S03.2;Дети;"Ассоциация общественных объединений ""Стоматологическая Ассоциация России""";10.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/901_1;—;1;0;0;Апекса;-;-;2;error: 2
119_2;Послеродовое кровотечение;O67, O72, O72.0, O72.1, O72.2, O72.3;Взрослые, дети;"Российское общество акушеров-гинекологов, Корпоративная некоммерческая организация ""Ассоциация анестезиологов – реаниматологов"", Ассоциация акушерских анестезиологов-реаниматологов , Национальная ассоциация специалистов менеджмента крови пациента";25.02.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/119_2;—;1;0;0;Коллаген;-;-;1;contraindication: 1
130_2;Волосатоклеточный лейкоз;C91.4;Взрослые;Ассоциация онкологов России, Национальное гематологическое общество, Региональная общественная организация «Общество онкогематологов»;26.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/130_2;—;1;0;0;Глутамин;-;-;1;error: 1
145_3;Острые порфирии;E80.2;Взрослые, дети;Национальное гематологическое общество, РОО «Общество специалистов по нервно-мышечным заболеваниям» , Российское общество детских онкологов и гематологов;27.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/145_3;—;0;1;0;-;-;ГАМК;1;error: 1
160_1;Брадиаритмии и нарушения проводимости;I44, I44.0, I44.1, I44.2, I44.3, I44.4, I44.5, I44.6, I44.7, I45, I45.0, I45.1, I45.2, I45.3, I45.4, I45.5, I45.8, I45.9, I46, I46.0, I46.1, I46.9, I49.5;Взрослые;Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийское научное общество специалистов по клинической электрофизиологии, аритмологии и электростимуляции;10.08.2020;Применяется;https://cr.minzdrav.gov.ru/view-cr/160_1;—;1;0;0;Здоровое сердце;-;-;1;error: 1
172_3;Анальная трещина;K60.0, K60.1, K60.2;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";26.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/172_3;C5: 1;0;0;1;-;физиотерапия;-;1;recommendation: 1
173_2;Полип анального канала;K62.0;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";27.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/173_2;—;1;0;0;Липа;-;-;1;error: 1
175_2;Болезнь Гиршпрунга;Q43.1;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";11.07.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/175_2;—;1;1;0;Пролит;-;Пролит;1;error: 1
177_5;Выпадение прямой кишки;K62.2, K62.3, K63.3;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";27.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/177_5;—;1;0;0;Цель Т;-;-;1;recommendation: 1
179_3;Дивертикулярная болезнь;K57.0, K57.1, K57.2, K57.3, K57.4, K57.5, K57.8, K57.9;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российская Гастроэнтерологическая Ассоциация";27.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/179_3;C5: 1;1;0;0;Симетикон;-;-;1;recommendation: 1
182_3;Идиопатический мегаколон;K59.3;Взрослые, дети;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";02.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/182_3;C4: 1;0;0;1;-;рефлексотерапия;-;1;recommendation: 1
187_2;Ректовагинальный свищ;N82.3;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";11.07.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/187_2;C5: 1;0;0;1;-;физиотерапия;-;1;recommendation: 1
191_2;Свищ заднего прохода и прямой кишки;K60.3, K60.4, K60.5;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";27.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/191_2;A2: 1;1;0;0;Коллаген;-;-;1;recommendation: 1
197_2;Сифилис;A50, A51, A52, A53;Взрослые, дети;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";09.07.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/197_2;C5: 1;1;0;0;Миристоил;-;-;1;recommendation: 1
231_2;Буллезный пемфигоид;L12.0;Взрослые, дети;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";07.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/231_2;—;1;0;0;Коллаген;-;-;1;literature_mention: 1
257_2;Миома матки;D25, D26, D39.0, O34.1;Взрослые, дети;Российское общество акушеров-гинекологов;25.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/257_2;—;1;0;0;Мать И Дитя;-;-;1;error: 1
260_2;Врожденная цитомегаловирусная инфекция;P35.1;Дети;"Общественная организация ""Российская ассоциация специалистов перинатальной медицины"", Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов»";12.07.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/260_2;—;1;0;0;Мать И Дитя;-;-;1;error: 1
315_4;Отосклероз;H80;Взрослые, дети;Национальная медицинская ассоциация оториноларингологов;18.03.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/315_4;C5: 1;1;0;0;Кальция глюконат 500 мг;-;-;1;recommendation: 1
329_2;Дифференцированный рак щитовидной железы;C73, D44.0;Взрослые;"Российская ассоциация эндокринологов, Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Ассоциации эндокринных хирургов, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока";07.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/329_2;—;1;0;0;Ваг;-;-;1;error: 1
341_1;Рак коры надпочечника (Адренокортикальный рак);C74;Взрослые, дети;Российская ассоциация эндокринологов, Ассоциация онкологов России;10.04.2020;Применяется;https://cr.minzdrav.gov.ru/view-cr/341_1;—;0;0;1;-;поддерживающая терапия;-;1;recommendation: 1
346_2;Пограничные опухоли яичников;C56, D39.1;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»;23.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/346_2;—;1;0;0;Антитромбин;-;-;1;error: 1
34_3;Тотальный аномальный дренаж легочных вен;Q26.2;Дети;Ассоциация сердечно-сосудистых хирургов России;25.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/34_3;—;1;0;0;Антитромбин;-;-;1;error: 1
354_2;Другие нарушения накопления липидов (Дефицит лизосомой кислой липазы);E75.5;Взрослые, дети;Союз педиатров России, Российская Гастроэнтерологическая Ассоциация, Ассоциация медицинских генетиков, Российское трансплантологическое общество;04.07.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/354_2;—;0;1;0;-;-;Тиоктовая кислота;1;error: 1
35_2;Дискордантное предсердно-желудочковое соединение;Q20.5, Q20.8;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Российское научное общество специалистов по рентгенэндоваскулярной диагностике и лечению, Национальная ассоциация экспертов по санаторно-курортному лечению";07.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/35_2;—;0;0;1;-;поддерживающая терапия;-;1;error: 1
360_3;Острый бронхиолит;B97.4, J21.0, J21.1, J21.8, J21.9;Дети;Союз педиатров России;14.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/360_3;—;1;0;0;Ламинар;-;-;1;error: 1
43_2;Открытый артериальный проток (ОАП);Q25.0;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""";17.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/43_2;—;0;1;0;-;-;Предуктал;1;error: 1
44_2;Единственный желудочек сердца;Q20.4;Взрослые, дети;Ассоциация сердечно-сосудистых хирургов России;29.04.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/44_2;—;1;0;0;Венам;-;-;1;error: 1
462_2;Острая кишечная непроходимость опухолевой этиологии;K56.6;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество хирургов""";06.06.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/462_2;—;1;0;0;Просветление;-;-;1;error: 1
467_3;Базальноклеточный рак кожи;C44;Взрослые;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Ассоциация онкологов России, Ассоциация специалистов по проблемам меланомы, Общероссийская общественная организация «Российское общество клинической онкологии»";07.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/467_3;A2: 1;0;1;0;-;-;Меглюмин;1;recommendation: 1
501_2;Рак вульвы;C51, D07.1;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»;02.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/501_2;C5: 1;0;0;1;-;акупунктура;-;1;recommendation: 1
526_2;Уротелиальный рак верхних мочевыводящих путей;C65, C66;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество урологов"", Общероссийская общественная организация ""Российское общество онкоурологов"", Общероссийская общественная организация «Российское общество клинической онкологии»";06.12.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/526_2;—;1;1;0;Агри;-;Агри;1;error: 1
534_3;Вторичное злокачественное новообразование головного мозга и мозговых оболочек;C79.3;Взрослые;Ассоциация нейрохирургов России, Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии»;27.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/534_3;—;0;0;1;-;поддерживающая терапия;-;1;error: 1
588_2;Нейрогенная дисфункция нижних мочевыводящих путей;G83.4, G95.8, N31.0, N31.1, N31.2, N31.8, N31.9;Взрослые;"Общероссийская общественная организация ""Российское общество урологов""";01.06.2020;Применяется;https://cr.minzdrav.gov.ru/view-cr/588_2;B2: 1;0;0;1;-;чрескожная электрическая стимуляция;-;1;recommendation: 1
624_2;Анемия при злокачественных новообразованиях;D63.0;Взрослые;Ассоциация онкологов России, Национальное гематологическое общество, Общероссийская общественная организация «Российское общество клинической онкологии», Российское общество онкогематологов;13.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/624_2;—;1;0;0;Железо;-;-;1;literature_mention: 1
635_2;Послеоперационный рубец на матке, требующий предоставления медицинской помощи матери во время беременности, родов и в послеродовом периоде;O34.2, O75.7;Взрослые, дети;Российское общество акушеров-гинекологов;06.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/635_2;—;1;0;0;Женское здоровье;-;-;1;error: 1
636_2;Нормальные роды (роды одноплодные, самопроизвольное родоразрешение в затылочном предлежании);O47.1, O47.9, O80.0, O80.9;Взрослые, дети;Российское общество акушеров-гинекологов;04.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/636_2;—;1;0;0;Паритет;-;-;1;error: 1
640_2;Подготовка шейки матки к родам и родовозбуждение;O48, O61, O61.0, O61.1, O61.8, O75.5, O75.6;Взрослые, дети;Российское общество акушеров-гинекологов;05.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/640_2;—;1;0;0;Паритет;-;-;1;error: 1
646_1;Гиперплазия эндометрия;N85.0, N85.1;Взрослые;Российское общество акушеров-гинекологов;01.07.2021;Применяется;https://cr.minzdrav.gov.ru/view-cr/646_1;A1: 1;1;0;0;Цель Т;-;-;1;recommendation: 1
647_2;Выпадение женских половых органов;N81.0, N81.1, N81.2, N81.3, N81.4, N81.5, N81.6, N81.8, N81.9, N99.3;Взрослые;"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество урологов""";11.07.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/647_2;—;1;0;0;Антистресс;-;-;1;error: 1
657_2;Вывих надколенника;M22.0, M22.1, S83.0;Взрослые, дети;Ассоциация травматологов-ортопедов России;20.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/657_2;—;1;0;0;Миокапс;-;-;1;error: 1
