ID,Название клинической рекомендации,МКБ-10,Возрастная группа,Разработчик,Дата размещения,Статус применения КР,Ссылка на клиническую рекомендацию,Слова из списка препаратов,Слова из списка маркеров,Слова из списка возможных маркеров
КР744,Врожденная митральная недостаточность (ВМН),Q23.3,Дети,"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России""",30.09.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/744_1,,,
КР49,Врожденный клапанный стеноз аорты,Q23.0,Дети,Ассоциация сердечно-сосудистых хирургов России,30.09.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/49_2,,,
КР493,Черепно-мозговая травма у детей,S06,Дети,"Ассоциация нейрохирургов России, Всероссийское Общество по детской нейрохирургии",30.09.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/493_2,Аденозинтрифосфат,,
КР25,Острая респираторная вирусная инфекция (ОРВИ),"J00, J02.9, J04.0, J04.1, J04.2, J06.0, J06.9",Дети,Союз педиатров России,13.09.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/25_2,Анаферон; Анаферон детский; Эргоферон; Метамизол; Анаферон; Виферон; OM-85; Виферон; Кагоцел; Метамизол; Эргоферон,релиз-активный; гомеопат; релиз-активный; антиоксидант; релиз-активный; гомеопат,
КР740,Аниридия врожденная,Q13.1,Дети,"Союз педиатров России, Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России», Ассоциация медицинских генетиков",29.08.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/740_1,Витамины; Поливитамины,,
КР188,Ректоцеле,N81.6,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",28.08.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/188_2,,,
КР743,Острые отравления опиоидными наркотическими веществами,T40,"Взрослые, дети","Межрегиональная благотворительная общественная организация ""Ассоциация клинических токсикологов, Общероссийская общественная организация «Российское общество скорой медицинской помощи»",24.08.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/743_1,Витамины; Инозин; Рибоксин; Меглюмин; Мексидол; Этилметилгидроксипиридина сукцинат; Реамберин; Меглюмина натрия сукцинат; Рибоксин,,
КР742,"Делирий, не обусловленный алкоголем и другими психоактивными веществами, у лиц пожилого и старческого возраста",F05,Взрослые,"Общественная организация ""Российское общество психиатров"", ФГБУ «НМИЦ ПН им. В.М. Бехтерева» Минздрава России",16.08.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/742_1,Пирацетам; Пирацетам,,
КР741,Эпилепсия и эпилептический статус у взрослых и детей,"F80.3, G40.0, G40.1, G40.2, G40.3, G40.4, G40.5, G40.6, G40.7, G40.8, G40.9, G41.0, G41.1, G41.2, G41.8, G41.9, G83.8, P90, R56.0, R56.8","Взрослые, дети","Ассоциация нейрохирургов России, Всероссийское общество неврологов, Общероссийская общественная организация ""Союз реабилитологов России"", Ассоциация специалистов по клинической нейрофизиологии, Российская противоэпилептическая Лига",16.08.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/741_1,Метамизол; Витамины; Глицин; Glycine; Метамизол; Аденозинтрифосфат; Глицин,потенцирование; антиоксидант; потенцирование; психосоматика, ГАМК 
КР30,Злокачественное новообразование бронхов и легкого,C34,Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии»",04.08.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/30_4,,,
КР515,Саркомы мягких тканей,C49,Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Автономная некоммерческая организация ""Восточно-Европейская группа по изучению сарком""",25.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/515_2,,,
КР532,Саркомы костей,"C40, C41",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Автономная некоммерческая организация ""Восточно-Европейская группа по изучению сарком""",22.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/532_4,,,
КР554,Рак прямой кишки,C20,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Российское общество специалистов по колоректальному раку",22.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/554_3,,,
КР1,Рак печени (гепатоцеллюлярный),C22.0,Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Междисциплинарное общество специалистов по опухолям печени",22.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/1_3,,,
КР555,"Плоскоклеточный рак анального канала, анального края, перианальной кожи","C21, C44.5",Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Российское общество специалистов по колоректальному раку",21.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/555_2,,,
КР739,Рассеянный склероз,G35,"Взрослые, дети","Всероссийское общество неврологов, Национальное общество нейрорадиологов, Медицинская ассоциация врачей и центров рассеянного склероза и других нейроиммунологических заболеваний, Российский комитет исследователей рассеянного склероза",13.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/739_1,Пролит; липоат,психосоматика,
КР290,Сахарный диабет 2 типа у взрослых,"E11.2, E11.3, E11.4, E11.5, E11.6, E11.7, E11.8, E11.9, R73.0, R73.9",Взрослые,Российская ассоциация эндокринологов,12.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/290_2,Витамины; Поливитамины,антиоксидант,
КР286,Сахарный диабет 1 типа у взрослых,"E10.2, E10.3, E10.4, E10.5, E10.6, E10.7, E10.8, E10.9",Взрослые,Российская ассоциация эндокринологов,12.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/286_2,,антиоксидант,
КР192,Эпителиальный копчиковый ход,"L05.0, L05.9",Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",11.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/192_2,,,
КР187,Ректовагинальный свищ,N82.3,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",11.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/187_2,,,
КР175,Болезнь Гиршпрунга,Q43.1,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",11.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/175_2,Пролит,,
КР738,Аденоматозный полипозный синдром,D12,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",11.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/738_1,,,
КР200,Эритразма,L08.1,"Взрослые, дети","Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",11.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/200_2,,,
КР215,Себорейный дерматит,L21,"Взрослые, дети","Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",11.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/215_2,,,
КР737,Общий артериальный ствол,"I27.8, Q20.0","Взрослые, дети","Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России""",11.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/737_1,,,
КР287,Сахарный диабет 1 типа у детей,"E10.1, E10.2, E10.3, E10.4, E10.5, E10.6, E10.7, E10.8, E10.9",Дети,Российская ассоциация эндокринологов,08.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/287_2,,антиоксидант,
КР57,Острый гепатит С (ОГС) у детей,B17.1,Дети,"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""",07.07.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/57_2,Меглюмин; Меглюмина натрия сукцинат,,
КР736,Саркоидоз,D86,"Взрослые, дети","Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Российское респираторное общество, Общероссийская общественная организация Педиатрическое респираторное общество",31.05.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/736_1,Витамины; Интерфероны,,
КР735,Первичные иммунодефициты с преимущественной недостаточностью синтеза антител,"D80.0, D80.1, D80.2, D80.3, D80.4, D80.5, D80.6, D80.7, D80.8, D80.9, D83.0, D83.1, D83.2, D83.8, D83.9","Взрослые, дети","Российская ассоциация аллергологов и клинических иммунологов, Национальная Ассоциация Экспертов в области Первичных Иммунодефицитов",26.05.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/735_1,,,
КР734,Сотрясение головного мозга,S06.0,Взрослые,Ассоциация нейрохирургов России,18.05.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/734_1,Аденозинтрифосфат,,
КР733,Открытая рана головы,"S01.0, S01.7","Взрослые, дети",Ассоциация нейрохирургов России,13.05.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/733_1,,,
КР732,Очаговая травма головного мозга,"S06.1, S06.2, S06.3, S06.4, S06.5, S06.6, S06.7",Взрослые,Ассоциация нейрохирургов России,13.05.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/732_1,Аденозинтрифосфат,, АТФ 
КР614,"Патологические переломы, осложняющие остеопороз","M80.0, M80.1, M80.2, M80.3, M80.4, M80.5, M80.8, M80.9",Взрослые,"Российская ассоциация эндокринологов, Ассоциация травматологов-ортопедов России, Ассоциация ревмоортопедов",11.05.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/614_2,,биологически активная добавка; биологически активная добавка,
КР206,Бактериальный вагиноз,N89,"Взрослые, дети","Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",04.05.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/206_2,,,
КР44,Единственный желудочек сердца,Q20.4,"Взрослые, дети",Ассоциация сердечно-сосудистых хирургов России,29.04.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/44_2,,,
КР731,Врожденный стеноз клапана легочной артерии,Q22.1,Дети,"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России""",28.04.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/731_1,,,
КР730,Дефект аортолегочной перегородки,"I27.8, Q21.4","Взрослые, дети","Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России""",27.04.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/730_1,,,
КР166,Мононевропатии,"G54.0, G54.2, G54.8, G54.9, G56, G56.0, G56.1, G56.2, G56.3, G56.8, G56.9, G57.0, G57.2, G57.3, G57.4, G57.6, G58.8, G58.9, G59.8",Взрослые,"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Общероссийская общественная организация ""Союз реабилитологов России"", Ассоциация специалистов по клинической нейрофизиологии",18.04.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/166_2,,,
КР729,Переломы проксимального отдела бедренной кости,"S72.0, S72.1, S72.2",Взрослые,"Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Общероссийская общественная организация ""Федерация анестезиологов и реаниматологов"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»",10.03.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/729_1,,,
КР728,Закрытая травма грудной клетки,"S20.0, S20.1, S20.2, S20.3, S20.4, S20.7, S20.8, S22.2, S22.3, S22.4, S22.5, S23.4, S25.0, S25.1, S25.2, S25.3, S25.4, S25.5, S25.7, S25.8, S25.9, S26.0, S26.8, S26.9, S27.0, S27.1, S27.2, S27.3, S27.4, S27.5, S27.6, S27.7, S27.8, S27.9, S28.0, S29.0, S29.7, S29.8, S29.9",Взрослые,"Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Российское общество хирургов"", Ассоциация торакальных хирургов России, Межрегиональная общественная организация врачей и медицинских сестер «Сепсис Форум», Межрегиональная общественная организация «Научно-практическое общество врачей неотложной медицины»",10.03.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/728_1,,,
КР726,Нервно-мышечный сколиоз,M41.4,"Взрослые, дети","Ассоциация травматологов-ортопедов России, Российская ассоциация хирургов-вертебрологов",03.03.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/726_1,Цистин,,
КР725,Переломы пяточной кости,S92.0,Взрослые,"Ассоциация травматологов-ортопедов России, Ассоциация хирургов стопы и голеностопного сустава России (РУСФАС)",02.03.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/725_1,,,
КР119,Послеродовое кровотечение,"O67, O72, O72.0, O72.1, O72.2, O72.3","Взрослые, дети","Российское общество акушеров-гинекологов, Корпоративная некоммерческая организация ""Ассоциация анестезиологов – реаниматологов"", Ассоциация акушерских анестезиологов-реаниматологов , Национальная ассоциация специалистов менеджмента крови пациента",25.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/119_2,,,
КР550,Атипичный гемолитико-уремический синдром,"D59.3, M31.1, N08.2, N17.0, N17.1",Взрослые,Ассоциация нефрологов,22.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/550_2,,,
КР724,Острые респираторные вирусные инфекции (ОРВИ) у взрослых,"B34.0, B34.2, B34.9, B97.0, B97.4, J00, J01, J02, J03, J04, J05, J06, J20, J21, J22",Взрослые,"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Некоммерческое партнерство «Национальное научное общество инфекционистов»",15.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/724_1,Анаферон; Ренгалин; Эргоферон; Акридон; Альфарона; Энисамия йодид; Амиксин; Тилорон; Анаферон; Арбидол; Умифеновир; Arbidol; Гвайфенезин; Ингавирин; Имидазолилэтанамид пентандиовой кислоты; Ингарон; Интерфероны; Альфарона; Кагоцел; Меглюмин; Неовир; Neovir; Реамберин; Ренгалин; Тилорон; Циклоферон; Cycloferon; Эргоферон,антиоксидант,
КР723,Венозные осложнения во время беременности и послеродовом периоде. Акушерская тромбоэмболия,"O22, O87, O88","Взрослые, дети","Российское общество акушеров-гинекологов, Корпоративная некоммерческая организация ""Ассоциация анестезиологов – реаниматологов"", Ассоциация акушерских анестезиологов-реаниматологов",14.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/723_1,,,
КР516,Хронический вирусный гепатит С,B18.2,Взрослые,"Российская Гастроэнтерологическая Ассоциация, Некоммерческое партнерство «Национальное научное общество инфекционистов», Российское общество по изучению печени",14.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/516_2,,,
КР54,Инфекционный эндокардит и инфекция внутрисердечных устройств,"I33, I38, I39, T85.7",Взрослые,"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийское научное общество специалистов по клинической электрофизиологии, аритмологии и электростимуляции, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии, Всероссийское научно-практическое общество эпидемиологов, микробиологов и паразитологов, Российское общество ядерной медицины",14.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/54_2,,,
КР722,"Недостаточный рост плода, требующий предоставления медицинской помощи матери (задержка роста плода)","O36.5, P05, P07","Взрослые, дети",Российское общество акушеров-гинекологов,11.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/722_1,,,
КР721,Привычный выкидыш,"N96, O26.2","Взрослые, дети",Российское общество акушеров-гинекологов,11.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/721_1,,,
КР720,Эмболия амниотической жидкостью,"O75.1, O88.1, O88.8","Взрослые, дети","Российское общество акушеров-гинекологов, Корпоративная некоммерческая организация ""Ассоциация анестезиологов – реаниматологов"", Ассоциация акушерских анестезиологов-реаниматологов",11.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/720_1,,,
КР719,Инфекция мочевых путей при беременности,"O23, O23.0, O23.1, O23.2, O23.3, O23.4, O23.9, O86.2, O86.3",Взрослые,"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество урологов""",10.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/719_1,,,
КР718,Острый гепатит A (ГА) у взрослых,B15,Взрослые,Некоммерческое партнерство «Национальное научное общество инфекционистов»,10.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/718_1,Адеметионин; Инозин; Меглюмин; Панкреатин; Реамберин; Меглюмина натрия сукцинат,антиоксидант,
КР494,"Брюшной тиф (инфекция, вызванная Salmonella Typhi) у взрослых",A01.0,Взрослые,Некоммерческое партнерство «Национальное научное общество инфекционистов»,10.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/494_2,Меглюмин; Реамберин; Меглюмина натрия сукцинат,антиоксидант,
КР717,ВИЧ-инфекция у беременных,"B20, B21, B22, B23, B24, F02.4, O98.7, R75, Z11.4, Z20.6, Z21, Z21, Z71.7, Z83",Взрослые,"Российское общество акушеров-гинекологов, Общественная организация ""Российская ассоциация специалистов перинатальной медицины"", Национальная вирусологическая ассоциация., Московское общество акушеров-гинекологов",10.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/717_1,Витамины,,
КР483,Нарушение обмена серосодержащих аминокислот (гомоцистинурия),E72.1,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Национальная ассоциация детских реабилитологов",03.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/483_2,Витамины; Глицин; Глицин; Цистин,биологически активная добавка; биологически активная добавка,
КР716,"Болезнь Паркинсона, вторичный паркинсонизм и другие заболевания, проявляющиеся синдромом паркинсонизма","G20, G21.1, G21.2, G21.3, G21.4, G23.1, G23.2, G23.3, G23.8",Взрослые,"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Некоммерческое Партнерство ""Национальное общество по изучению болезни Паркинсона и расстройств движений"", Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация «Общество специалистов по функциональной и стереотаксической нейрохирургии»",02.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/716_1,Витамины; Пирацетам; Пирацетам,,
КР488,Острый гепатит В (ОГВ) у детей,B16,Дети,"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням"", Ассоциация педиатров-инфекционистов",25.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/488_2,Меглюмин; Панкреатин; Меглюмина натрия сукцинат; Циклоферон; Cycloferon,,
КР715,Цирроз и фиброз печени,"K70.3, K71.7, K72, K74.0, K74.1, K74.2, K74.3, K74.4, K74.5, K74.6, K76.7",Взрослые,"Российская Гастроэнтерологическая Ассоциация, Российское общество по изучению печени",21.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/715_1,,антиоксидант,
КР466,Гемолитико-уремический синдром,D59.3,Дети,"Союз педиатров России, Ассоциация медицинских генетиков, Столичная ассоциация врачей-нефрологов",18.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/466_2,Глицин; Глицин; Цистин,,
КР714,Пневмония (внебольничная),"J12, J13, J14, J15, J16, J18",Дети,"Союз педиатров России, Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии",17.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/714_1,,,
КР713,Хроническая болезнь почек,"N18.1, N18.2, N18.3, N18.4, N18.5, N18.9",Дети,"Союз педиатров России, Российское трансплантологическое общество , Творческое объединение детских нефрологов",17.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/713_1,Витамины; липоат; Цистин,биологически активная добавка; антиоксидант; биологически активная добавка,
КР15,Эректильная дисфункция,"F52, N48.4",Взрослые,"Общероссийская общественная организация ""Российское общество урологов""",20.12.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/15_2,,,
КР485,Аскаридоз у детей,"B77, B77.0, B77.8, B77.9",Дети,"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""",09.12.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/485_2,Бендазол; Bendazole,,
КР677,Идиопатический легочный фиброз,J84.1,Взрослые,Российское респираторное общество,20.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/677_1,,,
КР675,Биполярное аффективное расстройство,"F31, F31.0, F31.1, F31.2, F31.3, F31.4, F31.5, F31.6, F31.7, F31.8, F31.9",Взрослые,"Общественная организация ""Российское общество психиатров""",15.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/675_1,,биологически активная добавка; биологически активная добавка,
КР372,Кистозный фиброз (муковисцидоз),E84,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Российское респираторное общество, Российское трансплантологическое общество , Ассоциация детских врачей Московской области",03.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/372_2,Витамины; Глицин; Муколитики; Панкреатин; Глицин; Цистин,биологически активные добавки; антиоксидант; биологически активные добавки,
КР665,Синдром гиперстимуляции яичников,N98.1,Взрослые,"Российское общество акушеров-гинекологов, Ассоциация акушерских анестезиологов-реаниматологов , ООО ""Российская ассоциация репродукции человека (РАРЧ)""",02.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/665_1,Витамины,,
КР22,Сенсоневральная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,Национальная медицинская ассоциация оториноларингологов,01.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/22_2,,антиоксидант,
КР653,Перелом нижней челюсти,S02.6,Взрослые,ООО «Общество специалистов в области челюстно-лицевой хирургии»,24.08.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/653_1,Витамины,,
КР650,Обсессивно-компульсивное расстройство,F42,Взрослые,"Общественная организация ""Российское общество психиатров""",28.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/650_1,,,
КР395,Мукополисахаридоз тип VI,E76.2,Дети,"Союз педиатров России, Ассоциация медицинских генетиков",08.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/395_2,,,
КР392,Мукополисахаридоз тип II,E76.1,Дети,"Союз педиатров России, Ассоциация медицинских генетиков",08.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/392_2,,,
КР380,Мукополисахаридоз тип I,E76.0,Дети,"Союз педиатров России, Ассоциация медицинских генетиков",08.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/380_2,,,
КР71,Интраокулярная ретинобластома,C69.2,Дети,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Национальное общество детских гематологов, онкологов, Общероссийская общественная организация ""Российское общество детских онкологов"", Общероссийская общественная организация «Общество офтальмологов России»",06.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/71_1,,,
КР258,Синдром поликистозных яичников,E28.2,Взрослые,"Российская ассоциация эндокринологов, Российское общество акушеров-гинекологов",02.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/258_2,,,
КР117,Менопауза и климактерическое состояние у женщины,"N95.1, N95.2, N95.3, N95.8, N95.9",Взрослые,Российское общество акушеров-гинекологов,01.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/117_2,Pineamin,,
КР646,Гиперплазия эндометрия,"N85.0, N85.1",Взрослые,Российское общество акушеров-гинекологов,01.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/646_1,,,
КР82,Врожденная дисфункция коры надпочечников (адреногенитальный синдром),"E25.0, E25.8, E25.9",Взрослые,"Российская ассоциация эндокринологов, Российское общество акушеров-гинекологов",01.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/82_2,Бендазол,,
КР524,Первичная надпочечниковая недостаточность,"E27.1, E27.2, E27.3, E27.4, E35.1, E89.6",Взрослые,Российская ассоциация эндокринологов,01.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/524_2,,биологически активная добавка; биологически активная добавка,
КР634,Кисты челюстно-лицевой области и шеи,"D21.0, K04.8, K09, K09.0, K09.2, K09.8, K11.6, L72.0, Q18.0, Q18.1, Q18.2, Q18.8",Взрослые,ООО «Общество специалистов в области челюстно-лицевой хирургии»,22.06.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/634_1,Солкосерил; Солкосерил,,
КР474,"Врожденные аномалии костей черепа и лица, врожденные костно-мышечные деформации головы и лица","Q67.0, Q67.1, Q67.2, Q67.3, Q67.4, Q75.0, Q75.1, Q75.2, Q75.3, Q75.4, Q75.5, Q75.8, Q75.9, Q87.0","Взрослые, дети",ООО «Общество специалистов в области челюстно-лицевой хирургии»,22.06.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/474_2,,,
КР5,Мужское бесплодие,N46,Взрослые,"Общероссийская общественная организация ""Российское общество урологов""",21.05.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/5_2,Linex,,
КР627,Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,"Российская ассоциация эндокринологов, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Ассоциации эндокринных хирургов",21.04.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/627_2,Интерфероны,,
КР87,Остеопороз,"M81.0, M81.8",Взрослые,"Российская ассоциация эндокринологов, Ассоциация ревматологов России, Ассоциация травматологов-ортопедов России, Ассоциация гинекологов – эндокринологов России, Общественная организация ""Российская ассоциация по остеопорозу"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»",21.04.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/87_4,Цистин,,
КР263,Анафилактический шок,"T78.0, T78.2, T80.5, T88.6","Взрослые, дети","Российская ассоциация аллергологов и клинических иммунологов, Общероссийская общественная организация ""Федерация анестезиологов и реаниматологов""",02.02.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/263_1,,,
КР379,Рак молочной железы,"C50, D05",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество онкомаммологов»",28.01.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/379_4,,,
КР12,Рак предстательной железы,C61,Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество урологов"", Общероссийская общественная организация ""Российское общество онкоурологов"", Общероссийская общественная организация «Российское общество клинической онкологии»",28.01.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/12_3,,антиоксидант,
КР88,Первичный гиперпаратиреоз,"C75.0, D35.1, E21.0, E21.2, E21.3, E21.4, E21.5",Взрослые,"Российская ассоциация эндокринологов, Ассоциации эндокринных хирургов",26.01.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/88_4,,,
КР153,Миокардиты,"I40, I41, I51.4",Взрослые,"Общероссийская общественная организация «Российское кардиологическое общество», Общероссийская общественная организация ""Общество специалистов по сердечной недостаточности"", Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Общероссийская общественная организация ""Российское общество патологоанатомов"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Евразийского общества терапевтов",12.11.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/153_1,Витамины,,
