ID,Название клинической рекомендации,МКБ-10,Возрастная группа,Разработчик,Дата размещения,Статус применения КР,Ссылка на клиническую рекомендацию,Слова из списка препаратов,Слова из списка маркеров,Слова из списка возможных маркеров
КР723,Венозные осложнения во время беременности и послеродовом периоде. Акушерская тромбоэмболия,"O22, O87, O88","Взрослые, дети","Российское общество акушеров-гинекологов, Корпоративная некоммерческая организация ""Ассоциация анестезиологов – реаниматологов"", Ассоциация акушерских анестезиологов-реаниматологов",14.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/723_1,,,
КР516,Хронический вирусный гепатит С,B18.2,Взрослые,"Российская Гастроэнтерологическая Ассоциация, Некоммерческое партнерство «Национальное научное общество инфекционистов», Российское общество по изучению печени",14.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/516_2,,,
КР54,Инфекционный эндокардит и инфекция внутрисердечных устройств,"I33, I38, I39, T85.7",Взрослые,"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийское научное общество специалистов по клинической электрофизиологии, аритмологии и электростимуляции, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии, Всероссийское научно-практическое общество эпидемиологов, микробиологов и паразитологов, Российское общество ядерной медицины",14.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/54_2,,,
КР722,"Недостаточный рост плода, требующий предоставления медицинской помощи матери (задержка роста плода)","O36.5, P05, P07","Взрослые, дети",Российское общество акушеров-гинекологов,11.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/722_1,,,
КР721,Привычный выкидыш,"N96, O26.2","Взрослые, дети",Российское общество акушеров-гинекологов,11.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/721_1,,,
КР720,Эмболия амниотической жидкостью,"O75.1, O88.1, O88.8","Взрослые, дети","Российское общество акушеров-гинекологов, Корпоративная некоммерческая организация ""Ассоциация анестезиологов – реаниматологов"", Ассоциация акушерских анестезиологов-реаниматологов",11.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/720_1,,,
КР719,Инфекция мочевых путей при беременности,"O23, O23.0, O23.1, O23.2, O23.3, O23.4, O23.9, O86.2, O86.3",Взрослые,"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество урологов""",10.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/719_1,,,
КР718,Острый гепатит A (ГА) у взрослых,B15,Взрослые,Некоммерческое партнерство «Национальное научное общество инфекционистов»,10.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/718_1,"Адеметионин:  
(уровень 
достоверности 
доказательств - 5) 
Комментарии: адеметионин** первые две недели внутривенно струйно в дозе 800–
1600 мг; Инозин: прием по 1 – 2 капсулы 3 раза в сутки внутрь во время 
еды, инозин 0,6-0,8г 3-4 раза в сутки. Длительность курса пероральных п; Меглюмин: 00 – 1200 мл 5% раствора 
декстрозы** внутривенно капельно, меглюмина натрия сукцинат**-со скоростью до 90 
капель/мин (1–4,5 мл; Панкреатин: уровень 
достоверности 
доказательств - 5). 
 
Комментарии: панкреатин** 25 Ед. по 2-4 таблетки внутрь 3 раза в сутки во 
время ед; Реамберин: Стельмах В.В., 
Коваленко А.Л., Эсауленко Е.В., Исаков В.А. Реамберин средство патогенетической 
терапии 
острых 
и 
хронических ; Меглюмина натрия сукцинат: 00 – 1200 мл 5% раствора 
декстрозы** внутривенно капельно, меглюмина натрия сукцинат**-со скоростью до 90 
капель/мин (1–4,5 мл/мин) — 400–800 м","антиоксидант: ьность курса пероральных препаратов 
с гепатопротекторным и антиоксидантным действием 3-4 недели и до 6 месяцев. 
 
26 
 
Уровень 
у",
КР494,"Брюшной тиф (инфекция, вызванная Salmonella Typhi) у взрослых",A01.0,Взрослые,Некоммерческое партнерство «Национальное научное общество инфекционистов»,10.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/494_2,"Меглюмин: 00 – 
1200 мл 5% раствора декстрозы** внутривенно капельно, меглюмина натрия сукцинат**-
со скоростью до 90 капель/мин (1–4,5 мл; Реамберин: Н.К., Шешунов И.В., Мазин П.В. Адъювантная энергопротекция 
реамберином в практике интенсивной терапии и реанимации: эффективност; Меглюмина натрия сукцинат: 00 – 
1200 мл 5% раствора декстрозы** внутривенно капельно, меглюмина натрия сукцинат**-
со скоростью до 90 капель/мин (1–4,5 мл/мин) — 400–800 м","антиоксидант: комплексной терапии (антибактериальной, иммуномодулирующей, антиоксидантной), а 
также обследовать больных на наличие сопутствующих ",
КР717,ВИЧ-инфекция у беременных,"B20, B21, B22, B23, B24, F02.4, O98.7, R75, Z11.4, Z20.6, Z21, Z21, Z71.7, Z83",Взрослые,"Российское общество акушеров-гинекологов, Общественная организация ""Российская ассоциация специалистов перинатальной медицины"", Национальная вирусологическая ассоциация., Московское общество акушеров-гинекологов",10.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/717_1,"Витамины: одержащего минералы, такие как железо или кальций, включая 
витамины для беременных. 
ПK существенно не изменяется во время бере",,
КР483,Нарушение обмена серосодержащих аминокислот (гомоцистинурия),E72.1,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Национальная ассоциация детских реабилитологов",03.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/483_2,"Витамины: ержится примерно в 1 г белка. 
Кроме диетотерапии назначают витамины, среди которых наиболее важным является В6 
(пиридоксин). Э; Глицин: -синтаза 
CBS – ген, кодирующий цистатион–β-синтазу 
GNMT – глицин-N метилтрансфераза 
IQ - коэффициент интеллектуального разв; Глицин: -синтаза 
CBS – ген, кодирующий цистатион–β-синтазу 
GNMT – глицин-N метилтрансфераза 
IQ - коэффициент интеллектуального разв; Цистин: .......... 25 
3.1.4 Ведение беременности у пациенток с гомоцистинурией .................................................... 2","биологически активная добавка: а на #пиридоксин** 
назначение лечения препаратами бетаина (биологически активная добавка) как дополнение к 
диетотерапии, что обеспечивает альтернат; биологически активная добавка: а на #пиридоксин** 
назначение лечения препаратами бетаина (биологически активная добавка) как дополнение к 
диетотерапии, что обеспечивает альтернат",
КР716,"Болезнь Паркинсона, вторичный паркинсонизм и другие заболевания, проявляющиеся синдромом паркинсонизма","G20, G21.1, G21.2, G21.3, G21.4, G23.1, G23.2, G23.3, G23.8",Взрослые,"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Некоммерческое Партнерство ""Национальное общество по изучению болезни Паркинсона и расстройств движений"", Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация «Общество специалистов по функциональной и стереотаксической нейрохирургии»",02.02.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/716_1,"Витамины: ь с
некоторыми препаратами (в том числе антидепрессантами).
Витамины можно принимать зимой и весной. Что касается приема пищевых; Пирацетам: циннаризин (включая комбинированные препараты
циннаризина и пирацетама**), метоклопрамид**, прометазин. Препараты железа,
назнача; Пирацетам: циннаризин (включая комбинированные препараты
циннаризина и пирацетама**), метоклопрамид**, прометазин. Препараты железа,
назнача",,
КР488,Острый гепатит В (ОГВ) у детей,B16,Дети,"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням"", Ассоциация педиатров-инфекционистов",25.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/488_2,"Меглюмин:  внутривенного введения (5% 
раствора декстрозы**, раствора меглюмина натрия сукцината** (детям старше 1 года), 0,9% 
раствор на; Панкреатин: ти поджелудочной 
железы назначение ферментных препаратов - панкреатин**) с целью нормализации пищеварения 
[2,5,6,49,50]. 
Уровен; Меглюмина натрия сукцинат:  внутривенного введения (5% 
раствора декстрозы**, раствора меглюмина натрия сукцината** (детям старше 1 года), 0,9% 
раствор натрия хлорида**). ; Циклоферон: / 
Инфекционные болезни. 2008. Vol. 6, № 1. P. 47-50. 
54. 
Циклоферон® (Cycloferon®), инструкция, способ применения и дозы, побоч; Cycloferon: ые болезни. 2008. Vol. 6, № 1. P. 47-50. 
54. 
Циклоферон® (Cycloferon®), инструкция, способ применения и дозы, побочные действия,",,
КР715,Цирроз и фиброз печени,"K70.3, K71.7, K72, K74.0, K74.1, K74.2, K74.3, K74.4, K74.5, K74.6, K76.7",Взрослые,"Российская Гастроэнтерологическая Ассоциация, Российское общество по изучению печени",21.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/715_1,,"антиоксидант: ** [2,26,125 ]. Кроме того, #альбумин 
человека** оказывает антиоксидантное и противовоспалительное действие [2,126 ].
• Рекомендова",
КР466,Гемолитико-уремический синдром,D59.3,Дети,"Союз педиатров России, Ассоциация медицинских генетиков, Столичная ассоциация врачей-нефрологов",18.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/466_2,"Глицин:  ацидурий)- количественного
определения уровня аминокислот (глицин, лейцин, изолейцин, валин, треонин) в крови
(Комплексное оп; Глицин:  ацидурий)- количественного
определения уровня аминокислот (глицин, лейцин, изолейцин, валин, треонин) в крови
(Комплексное оп; Цистин: го ацидоза с
положительным 
анионным 
интервалом, 
гипергомоцистинемии, 
повышение 
уровня
метилмалоновой кислоты в крови/моче",,
КР714,Пневмония (внебольничная),"J12, J13, J14, J15, J16, J18",Дети,"Союз педиатров России, Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии",17.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/714_1,,,
КР713,Хроническая болезнь почек,"N18.1, N18.2, N18.3, N18.4, N18.5, N18.9",Дети,"Союз педиатров России, Российское трансплантологическое общество , Творческое объединение детских нефрологов",17.01.2022,Применяется,https://cr.minzdrav.gov.ru/view-cr/713_1,"Витамины: слотно-щелочного и общего
состояния пациента [173].
3.1.1.6 Витамины
Для пациентов с ХБП характерен дефицита микроэлементов в пи; липоат: . Сторону
инъекции следует менять ежедневно, чтобы избежать липоатрофии.
Рекомендуется оценить приверженность пациента с ХБП к; Цистин: и включают в себя:
генетически детерминированную патологию (цистиноз, оксалоз, наследственный нефрит),
интерстициальный нефрит","биологически активная добавка: еоксалат (активное
вещество: сульфонат полистерола натрия) (биологически активная добавка) – ионнообменная
смола, высвобождающая ионы натрия и заменя; антиоксидант: бления
неорганического P, содержащегося в пищевых добавках (антиоксиданты: E338-E343, E442,
E450-E452, эмульгаторы: E544-E545). Проц; биологически активная добавка: еоксалат (активное
вещество: сульфонат полистерола натрия) (биологически активная добавка) – ионнообменная
смола, высвобождающая ионы натрия и заменя",
КР15,Эректильная дисфункция,"F52, N48.4",Взрослые,"Общероссийская общественная организация ""Российское общество урологов""",20.12.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/15_2,,,
КР485,Аскаридоз у детей,"B77, B77.0, B77.8, B77.9",Дети,"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""",09.12.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/485_2,"Бендазол: е
Рекомендуется назначение противогельминтных препаратов: албендазола, мебендазола** или
пирантела больным аскаридозом с целью э; Bendazole: ring the safetyand efficacy of
single dose albendazol and mebendazoleon ascaris, hookworm and trichuris infections. Indian
commun",,
КР677,Идиопатический легочный фиброз,J84.1,Взрослые,Российское респираторное общество,20.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/677_1,,,
КР675,Биполярное аффективное расстройство,"F31, F31.0, F31.1, F31.2, F31.3, F31.4, F31.5, F31.6, F31.7, F31.8, F31.9",Взрослые,"Общественная организация ""Российское общество психиатров""",15.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/675_1,,"биологически активная добавка: тельности 
рекомендаций – С 
 
− эйкозапентаеновая кислота (биологически активная добавка) [134,135,136] 
Уровень 
достоверности 
доказательств 
- 
1; биологически активная добавка: тельности 
рекомендаций – С 
 
− эйкозапентаеновая кислота (биологически активная добавка) [134,135,136] 
Уровень 
достоверности 
доказательств 
- 
1",
КР372,Кистозный фиброз (муковисцидоз),E84,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Российское респираторное общество, Российское трансплантологическое общество , Ассоциация детских врачей Московской области",03.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/372_2,"Витамины: ............................... 126 
3.3.4 Микронутриенты и витамины ...........................................................; Глицин: 0% 
320 мг по 
триметоприму 
 
Внутрь 
В/в 
2 
Тиамфеникола глицинат 
ацетилцистеинат 
250 мг (в первые 
2-3 дня лечения 
доза; Муколитики: щества 
по желудку, тонкой и ободочной кишке) 
o Перорально муколитики (#N-ацетилцистеин в разведении 1:5 в дозе 1,0 мл/кг) 
o Выс; Панкреатин: лезы 
 Заместительную терапию панкреатическими ферментами (Панкреатин**), (в виде 
минимикросфер, с рН-чувствительным покрытием б; Глицин: 0% 
320 мг по 
триметоприму 
 
Внутрь 
В/в 
2 
Тиамфеникола глицинат 
ацетилцистеинат 
250 мг (в первые 
2-3 дня лечения 
доза; Цистин: ожно ингаляционное применение #тиамфеникола глицината ацетилцистината 
(табл.15), выбор ингаляционного антибиотика в зависимос","биологически активные добавки: ливании, при наличии лактазной недостаточности, 
используют биологически активные добавки, содержащие лактазу (лактазар, лактаза –беби и 
 
 
 
121 
; антиоксидант: предупреждает развитие 
антибиотикорезистентности, является антиоксидантом [2]. 
(УУР – C, УДД – 5). 
3.2 Кинезитерапия 
 Всем паци; биологически активные добавки: ливании, при наличии лактазной недостаточности, 
используют биологически активные добавки, содержащие лактазу (лактазар, лактаза –беби и 
 
 
 
121 
",
КР665,Синдром гиперстимуляции яичников,N98.1,Взрослые,"Российское общество акушеров-гинекологов, Ассоциация акушерских анестезиологов-реаниматологов , ООО ""Российская ассоциация репродукции человека (РАРЧ)""",02.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/665_1,"Витамины: итивной поддержки относят минералы,
водо- и жирорастворимые витамины, которые также рекомендуются для ежедневного
применения (51",,
КР22,Сенсоневральная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,Национальная медицинская ассоциация оториноларингологов,01.09.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/22_2,,"антиоксидант:  прочих препаратов для лечения
заболеваний нервной системы (антиоксидантов, антигипоксантов) [1, 42, 43].
Уровень убедительности рек",
КР653,Перелом нижней челюсти,S02.6,Взрослые,ООО «Общество специалистов в области челюстно-лицевой хирургии»,24.08.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/653_1,"Витамины: жидкой и высококалорийной, включать белки, жиры, углеводы и витамины.
Можно рекомендовать три жидкости, которыми разбавляют (раз",,
КР650,Обсессивно-компульсивное расстройство,F42,Взрослые,"Общественная организация ""Российское общество психиатров""",28.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/650_1,,,
КР395,Мукополисахаридоз тип VI,E76.2,Дети,"Союз педиатров России, Ассоциация медицинских генетиков",08.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/395_2,,,
КР392,Мукополисахаридоз тип II,E76.1,Дети,"Союз педиатров России, Ассоциация медицинских генетиков",08.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/392_2,,,
КР380,Мукополисахаридоз тип I,E76.0,Дети,"Союз педиатров России, Ассоциация медицинских генетиков",08.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/380_2,,,
КР71,Интраокулярная ретинобластома,C69.2,Дети,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Национальное общество детских гематологов, онкологов, Общероссийская общественная организация ""Российское общество детских онкологов"", Общероссийская общественная организация «Общество офтальмологов России»",06.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/71_1,,,
КР258,Синдром поликистозных яичников,E28.2,Взрослые,"Российская ассоциация эндокринологов, Российское общество акушеров-гинекологов",02.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/258_2,,,
КР117,Менопауза и климактерическое состояние у женщины,"N95.1, N95.2, N95.3, N95.8, N95.9",Взрослые,Российское общество акушеров-гинекологов,01.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/117_2,"Pineamin: d clinical trial of the use of combined treatment including Pineamin
in postmenopausal women,” Ross. Vestn. akushera-ginekologa,",,
КР646,Гиперплазия эндометрия,"N85.0, N85.1",Взрослые,Российское общество акушеров-гинекологов,01.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/646_1,,,
КР82,Врожденная дисфункция коры надпочечников (адреногенитальный синдром),"E25.0, E25.8, E25.9",Взрослые,"Российская ассоциация эндокринологов, Российское общество акушеров-гинекологов",01.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/82_2,"Бендазол: ерапевтическое действие перечисленных
препаратов
Гепарин, албендазол, калийсберегающие
диуретики
Повышение активности перечислен",,
КР524,Первичная надпочечниковая недостаточность,"E27.1, E27.2, E27.3, E27.4, E35.1, E89.6",Взрослые,Российская ассоциация эндокринологов,01.07.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/524_2,,"биологически активная добавка: имающих ДГЭА, в настоящее 
время, крайне мало. 
Прием ДГЭА (биологически активная добавка) в дозе 25-50 мг однократно 
перорально утром рассматривает; биологически активная добавка: имающих ДГЭА, в настоящее 
время, крайне мало. 
Прием ДГЭА (биологически активная добавка) в дозе 25-50 мг однократно 
перорально утром рассматривает",
КР634,Кисты челюстно-лицевой области и шеи,"D21.0, K04.8, K09, K09.0, K09.2, K09.8, K11.6, L72.0, Q18.0, Q18.1, Q18.2, Q18.8",Взрослые,ООО «Общество специалистов в области челюстно-лицевой хирургии»,22.06.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/634_1,"Солкосерил:  показаниям)
- Местно назначают стоматологические препараты Солкосерил дентальная адгезивная
паста, Холина салицилат+Цеталкония хл; Солкосерил:  показаниям)
- Местно назначают стоматологические препараты Солкосерил дентальная адгезивная
паста, Холина салицилат+Цеталкония хл",,
КР474,"Врожденные аномалии костей черепа и лица, врожденные костно-мышечные деформации головы и лица","Q67.0, Q67.1, Q67.2, Q67.3, Q67.4, Q75.0, Q75.1, Q75.2, Q75.3, Q75.4, Q75.5, Q75.8, Q75.9, Q87.0","Взрослые, дети",ООО «Общество специалистов в области челюстно-лицевой хирургии»,22.06.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/474_2,,,
КР5,Мужское бесплодие,N46,Взрослые,"Общероссийская общественная организация ""Российское общество урологов""",21.05.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/5_2,"Linex: herapy in idiopathic male infertility:Promise or 
panacea? ClinExpReprod Med. 2014 Sep;41(3):108-14. 
91. Chehab М, Madala М,",,
КР627,Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,"Российская ассоциация эндокринологов, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Ассоциации эндокринных хирургов",21.04.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/627_2,"Интерфероны: e 65; IA-2 - islet
antigen 2; TPO – тиреоидная пероксидаза.
Интерфероны (ИФН) впервые были открыты в 1957 г. как агенты, защищающие",,
КР87,Остеопороз,"M81.0, M81.8",Взрослые,"Российская ассоциация эндокринологов, Ассоциация ревматологов России, Ассоциация травматологов-ортопедов России, Ассоциация гинекологов – эндокринологов России, Общественная организация ""Российская ассоциация по остеопорозу"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»",21.04.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/87_4,"Цистин: лезнь Гоше 
Болезни накопления гликогена 
Гемохроматоз 
Гомоцистинурия 
Гипофосфатазия* 
Синдром Марфана 
Болезнь «стальных во",,
КР263,Анафилактический шок,"T78.0, T78.2, T80.5, T88.6","Взрослые, дети","Российская ассоциация аллергологов и клинических иммунологов, Общероссийская общественная организация ""Федерация анестезиологов и реаниматологов""",02.02.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/263_1,,,
КР379,Рак молочной железы,"C50, D05",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество онкомаммологов»",28.01.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/379_4,,,
КР12,Рак предстательной железы,C61,Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество урологов"", Общероссийская общественная организация ""Российское общество онкоурологов"", Общероссийская общественная организация «Российское общество клинической онкологии»",28.01.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/12_3,,"антиоксидант: нь не существует доказательств пользы
применения витаминов, антиоксидантов и иных лекарственных препаратов для профилактики
РПЖ.
Дис",
КР88,Первичный гиперпаратиреоз,"C75.0, D35.1, E21.0, E21.2, E21.3, E21.4, E21.5",Взрослые,"Российская ассоциация эндокринологов, Ассоциации эндокринных хирургов",26.01.2021,Применяется,https://cr.minzdrav.gov.ru/view-cr/88_4,,,
КР153,Миокардиты,"I40, I41, I51.4",Взрослые,"Общероссийская общественная организация «Российское кардиологическое общество», Общероссийская общественная организация ""Общество специалистов по сердечной недостаточности"", Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Общероссийская общественная организация ""Российское общество патологоанатомов"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Евразийского общества терапевтов",12.11.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/153_1,"Витамины: рода, фосфора, мышьяка, азида натрия
Гормоны
Феохромоцитома
Витамины
Болезнь бери-бери
Физические агенты
Радиация, поражение эле",,
КР569,Желудочковые нарушения ритма. Желудочковые тахикардии и внезапная сердечная смерть,"I46, I46.0, I46.1, I46.9, I47.0, I47.0, I47.2, I47.9, I49, I49.0, I49.3, I49.4, I49.8, I49.9","Взрослые, дети","Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Всероссийское научное общество специалистов по клинической электрофизиологии, аритмологии и электростимуляции, Общества холтеровского мониторирования и неинвазивной электрокардиологии",12.11.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/569_1,"Трифосаденин: нзию и индукцию опасных
для жизни нарушений ритма.
Проба с #трифосаденином. Для больных СУИQT характерно увеличение продолжительност",,
КР382,Фибрилляция и трепетание предсердий у взрослых,"I48.0, I48.1, I48.2, I48.3, I48.4, I48.9",Взрослые,"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийское научное общество специалистов по клинической электрофизиологии, аритмологии и электростимуляции",12.11.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/382_1,"Аллапинин: рбанов Р.Д., Абдуллаев Т.А. Фармакодинамика и эффективность аллапинина у больных с
нарушениями ритма сердца. // Клиническая медиц; Трифосаденин: ективных бета-адреноблокаторов, соталола**, пропафенона**
и трифосаденина         пациентами с обструктивной болезнью легких и ФП [4",,
КР619,Наджелудочковые тахикардии,"I47.1, I47.9",Взрослые,"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийское научное общество специалистов по клинической электрофизиологии, аритмологии и электростимуляции",12.11.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/619_2,"Трифосаденин: быть резко прекращена с помощью вагусных приемов, введения
#трифосаденина, учащающей и программируемой электростимуляции предсердий.",,
КР600,Падения у пациентов пожилого и старческого возраста,"R29.6, W00, W01, W02, W03, W04, W05, W06, W07, W08, W10, W11, W17, W18, W19",Взрослые,"Общественная организация ""Российская ассоциация по остеопорозу"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»",05.11.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/600_2,"Хондроитин: воночника) рекомендовано рассмотреть возможность назначения
хондроитина 
сульфата 
или 
глюкозамина 
для 
замедления
прогрессирова",,
КР615,Недостаточность питания (мальнутриция) у пациентов пожилого и старческого возраста,"E43, E44, E46",Взрослые,"Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров», Национальная ассоциация клинического питания и метаболизма , Союз диетологов, нутрициологов и специалистов пищевой индустрии",05.11.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/615_2,"Витамины: рекомендации МР 2.3.1.2432 -08]]
Показатель
Мужчины
Женщины
Витамины
Витамин С, мг
90
90
Витамин В1, мг
1,5
1,5
Витамин В2, мг
1; Linex: moral neck fracture: a randomized intervention study.
AgingClinExpRes 2007;19(3):178–86
102. Shyu Y-IL, Liang J, Tseng M-Y, L",,
КР616,Хроническая боль у пациентов пожилого и старческого возраста,"M25.5, M54, M54.5, R10.2, R52.1, R52.2, R52.9",Взрослые,Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»,05.11.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/616_1,"Хондроитин: оцитов
ХОБЛ – хроническая обструктивная болезнь легких
ХС – хондроитин сульфат
ЦНС – центральная нервная система
ЦОГ – циклооксиге","биологически активная добавка: аланинаминотрансфераза
АСТ - аспартатаминотрансфераза
БАД – биологически активная добавка
ВАШ – визуально-аналоговая шкала
ВИЧ – вирус иммунодефецита; биологически активная добавка: аланинаминотрансфераза
АСТ - аспартатаминотрансфераза
БАД – биологически активная добавка
ВАШ – визуально-аналоговая шкала
ВИЧ – вирус иммунодефецита"," БАД :  и спине в нашей
стране используются средства, относящиеся к БАД (например, неомыляемые соединения
авокадо и сои; комбинирова"
КР160,Брадиаритмии и нарушения проводимости,"I44, I44.0, I44.1, I44.2, I44.3, I44.4, I44.5, I44.6, I44.7, I45, I45.0, I45.1, I45.2, I45.3, I45.4, I45.5, I45.8, I45.9, I46, I46.0, I46.1, I46.9, I49.5",Взрослые,"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийское научное общество специалистов по клинической электрофизиологии, аритмологии и электростимуляции",10.08.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/160_1,,,
КР283,Гипертрофическая кардиомиопатия,"I42.1, I42.2",Взрослые,"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество»",10.08.2020,Применяется,https://cr.minzdrav.gov.ru/view-cr/283_1,,,
